"tid";"price";"timestep"
4930;39.09;2011-10-11 01:00:00
4931;53.2;2011-09-08 15:00:00
4936;64.62;2011-06-17 12:00:00
4939;44.79;2011-08-23 00:00:00
4940;55.39;2011-06-26 19:00:00
4945;49.93;2011-03-15 22:00:00
4946;48.85;2011-12-14 15:00:00
4949;59.06;2011-09-29 21:00:00
4950;54.19;2011-08-16 21:00:00
4951;65.4;2011-02-17 12:00:00
4952;51.27;2011-05-26 23:00:00
4955;42.92;2011-04-07 03:00:00
4957;58.99;2011-02-03 14:00:00
4958;48.6;2011-06-01 01:00:00
4963;69.19;2011-10-21 18:00:00
4964;33.56;2011-12-08 02:00:00
4965;71.61;2011-01-11 18:00:00
4966;62.25;2011-02-02 19:00:00
4971;70.16;2011-05-19 10:00:00
4972;70.02;2011-05-12 16:00:00
4973;44.04;2011-08-27 23:00:00
4974;52.04;2011-02-19 22:00:00
4983;54.1;2011-08-01 10:00:00
4984;53.19;2011-09-14 22:00:00
4985;50.84;2011-07-09 00:00:00
4986;72.97;2011-05-10 12:00:00
4987;19.18;2011-07-17 02:00:00
4988;42.67;2011-03-06 06:00:00
4789;29.38;2011-09-26 04:00:00
4790;53.02;2011-07-27 17:00:00
4791;55.39;2011-12-08 08:00:00
4792;45.5;2011-07-30 22:00:00
4793;46.24;2011-06-07 03:00:00
4794;51.27;2011-12-05 12:00:00
4801;62.95;2011-06-13 12:00:00
4802;63.28;2011-02-09 17:00:00
4806;61.93;2011-02-28 15:00:00
4807;69.96;2011-05-03 20:00:00
4808;43.27;2011-07-10 15:00:00
4810;67.3;2011-05-30 10:00:00
4812;69.27;2011-01-31 08:00:00
4815;45.91;2011-03-31 00:00:00
4817;57.98;2011-08-19 12:00:00
4818;62.49;2011-02-23 20:00:00
4821;28.31;2011-09-18 06:00:00
4824;65.23;2011-01-27 12:00:00
4825;70.17;2011-03-18 12:00:00
4826;52.81;2011-04-29 14:00:00
4827;51.1;2011-03-20 10:00:00
4829;45;2011-02-05 22:00:00
4830;54.1;2011-07-26 07:00:00
4833;71.58;2011-05-19 14:00:00
4836;54.39;2011-04-09 18:00:00
4841;66.88;2011-01-19 17:00:00
4845;52.47;2011-12-18 18:00:00
4851;56.71;2011-08-19 22:00:00
4855;62.05;2011-03-01 17:00:00
4856;49;2011-11-22 23:00:00
4857;67.91;2011-06-06 08:00:00
4858;58.46;2011-05-14 10:00:00
4860;70.08;2011-01-04 18:00:00
4864;53.27;2011-12-21 10:00:00
4865;53.81;2011-04-25 21:00:00
4869;66.52;2011-03-13 19:00:00
4871;43.56;2011-07-30 14:00:00
4873;53.03;2011-03-02 14:00:00
4874;61.24;2011-06-09 19:00:00
4875;49.32;2011-10-28 16:00:00
4885;62.01;2011-02-16 12:00:00
4886;55.03;2011-08-08 11:00:00
4887;54.23;2011-12-06 12:00:00
4888;50.75;2011-08-06 18:00:00
4889;64.53;2011-06-22 13:00:00
4890;51.86;2011-02-11 23:00:00
4891;66.09;2011-01-20 08:00:00
4898;66.28;2011-05-30 14:00:00
4899;47.55;2011-07-31 13:00:00
4900;64.59;2011-03-31 07:00:00
4901;49.28;2011-08-15 07:00:00
4902;58.25;2011-04-19 18:00:00
4903;57.87;2011-06-21 17:00:00
4904;67.01;2011-06-10 13:00:00
4905;65.06;2011-03-30 19:00:00
4906;52.5;2011-08-11 18:00:00
4907;71.44;2011-08-25 18:00:00
4908;50;2011-10-10 18:00:00
4912;55.45;2011-05-10 06:00:00
4913;65.02;2011-11-09 20:00:00
4915;41.95;2011-11-22 01:00:00
4916;54.25;2011-06-13 14:00:00
4926;67.89;2011-11-01 19:00:00
4927;59.69;2011-02-03 09:00:00
4932;60.98;2011-07-05 09:00:00
4933;74.93;2011-08-25 11:00:00
4934;61.07;2011-01-31 16:00:00
4935;57.84;2011-04-19 13:00:00
4937;38.13;2011-11-05 05:00:00
4938;66.41;2011-03-03 09:00:00
4941;21.78;2011-01-15 02:00:00
4942;41.14;2011-06-26 01:00:00
4943;50;2011-07-17 18:00:00
4944;65.91;2011-02-25 11:00:00
4947;48.09;2011-05-02 05:00:00
4948;54.24;2011-01-05 06:00:00
4953;30.88;2011-04-03 02:00:00
4954;27.78;2011-10-18 02:00:00
4956;60.63;2011-04-14 21:00:00
4959;62.99;2011-04-21 09:00:00
4960;39.5;2011-02-09 03:00:00
4961;35;2011-07-31 08:00:00
4962;48.2;2011-11-23 00:00:00
4967;56.17;2011-11-11 08:00:00
4968;16.86;2011-01-01 11:00:00
4969;42.43;2011-10-20 01:00:00
4970;40.05;2011-11-26 07:00:00
4975;68.19;2011-08-24 17:00:00
4976;69.35;2011-01-04 08:00:00
4977;62.8;2011-08-26 12:00:00
4978;66.88;2011-02-21 09:00:00
4979;65.96;2011-10-17 12:00:00
4980;30.94;2011-12-04 08:00:00
4981;50.41;2011-08-14 23:00:00
4982;38.29;2011-12-10 02:00:00
4989;33.1;2011-06-30 03:00:00
4990;31.15;2011-07-30 04:00:00
4993;44.07;2011-10-24 22:00:00
4995;10.11;2011-07-03 03:00:00
4996;64.03;2011-04-27 09:00:00
4997;68.38;2011-01-26 08:00:00
4998;48.28;2011-11-05 08:00:00
5001;47.51;2011-06-11 01:00:00
5002;57.95;2011-06-22 18:00:00
5003;50.47;2011-06-05 10:00:00
5004;66.26;2011-02-23 13:00:00
5005;58.61;2011-04-11 21:00:00
5006;46.22;2011-12-04 21:00:00
5007;46.6;2011-05-25 04:00:00
5008;52.57;2011-04-16 17:00:00
5013;52.6;2011-03-25 13:00:00
5014;42.9;2011-01-08 12:00:00
5019;53.91;2011-12-22 14:00:00
5020;54.93;2011-07-15 12:00:00
5021;69.91;2011-09-20 10:00:00
5022;53.2;2011-05-25 23:00:00
5023;52.09;2011-06-10 23:00:00
5024;54.8;2011-09-16 15:00:00
5026;66.02;2011-05-24 19:00:00
5030;50.55;2011-03-16 06:00:00
5033;69.96;2011-05-17 09:00:00
5034;56.28;2011-10-08 22:00:00
5037;12.99;2011-11-27 06:00:00
5038;71.07;2011-06-07 10:00:00
5039;37.18;2011-09-23 04:00:00
5040;65.63;2011-01-20 11:00:00
5047;47.74;2011-05-29 10:00:00
5048;41.02;2011-07-28 05:00:00
5051;53.19;2011-04-23 09:00:00
5052;51.47;2011-04-15 01:00:00
5055;71;2011-10-13 09:00:00
5056;49.94;2011-01-01 18:00:00
5057;49.7;2011-07-29 15:00:00
5058;58.5;2011-08-29 12:00:00
5059;50.27;2011-12-28 12:00:00
5060;48.68;2011-11-26 19:00:00
5087;69.03;2011-06-06 18:00:00
5088;23.42;2011-07-31 06:00:00
5091;66.78;2011-11-08 08:00:00
5092;53.02;2011-02-24 06:00:00
5093;35.03;2011-06-30 04:00:00
5094;65;2011-11-15 12:00:00
5098;36.69;2011-07-04 02:00:00
5099;66.58;2011-02-09 19:00:00
5108;55.69;2011-04-07 06:00:00
5109;44.95;2011-02-25 02:00:00
5110;47.88;2011-06-09 00:00:00
5111;47.29;2011-04-08 16:00:00
5132;42.8;2011-09-16 00:00:00
5133;40.43;2011-08-04 00:00:00
5134;22.73;2011-04-24 16:00:00
5135;59.26;2011-04-11 13:00:00
5136;43.37;2011-08-15 06:00:00
5137;70.01;2011-11-21 12:00:00
5138;40.7;2011-10-29 05:00:00
5139;38.58;2011-11-06 07:00:00
5141;72.49;2011-10-27 07:00:00
4991;61.03;2011-02-18 14:00:00
4992;48.98;2011-08-01 06:00:00
4994;54.95;2011-12-22 16:00:00
4999;41.55;2011-02-28 03:00:00
5000;36.21;2011-04-23 03:00:00
5009;62.95;2011-04-11 11:00:00
5010;54.53;2011-06-11 23:00:00
5011;47.12;2011-10-21 22:00:00
5012;66.15;2011-02-10 18:00:00
5015;61.94;2011-04-14 15:00:00
5016;54.31;2011-12-07 09:00:00
5017;53.97;2011-12-31 11:00:00
5018;55.07;2011-04-22 11:00:00
5025;45.11;2011-01-16 12:00:00
5027;48.32;2011-09-03 16:00:00
5028;44.9;2011-02-01 23:00:00
5029;63.74;2011-10-07 09:00:00
5031;60.17;2011-03-10 10:00:00
5032;35.01;2011-01-11 04:00:00
5035;45.66;2011-02-26 02:00:00
5036;10.27;2011-07-03 07:00:00
5041;66.93;2011-09-01 21:00:00
5042;42.08;2011-10-10 23:00:00
5043;53.56;2011-10-03 12:00:00
5044;68.91;2011-06-06 14:00:00
5045;58;2011-01-22 09:00:00
5046;58.02;2011-03-27 21:00:00
5049;54.93;2011-01-13 13:00:00
5050;45.89;2011-10-15 22:00:00
5053;70.36;2011-10-20 11:00:00
5054;49.87;2011-01-13 06:00:00
5061;53.95;2011-12-23 17:00:00
5062;52.08;2011-05-30 23:00:00
5063;15.64;2011-12-17 05:00:00
5064;44.37;2011-12-13 22:00:00
5065;62.51;2011-06-09 21:00:00
5066;22.24;2011-02-06 02:00:00
5067;81.68;2011-10-28 19:00:00
5068;63.01;2011-02-07 09:00:00
5069;58.29;2011-08-17 11:00:00
5070;47.13;2011-07-08 00:00:00
5071;66.5;2011-08-24 16:00:00
5072;43.89;2011-10-03 14:00:00
5073;54.94;2011-04-04 23:00:00
5074;16.89;2011-08-11 04:00:00
5075;47.52;2011-05-15 02:00:00
5076;65.69;2011-06-06 15:00:00
5077;46.46;2011-03-10 16:00:00
5078;46.76;2011-06-10 01:00:00
5079;40.35;2011-10-09 08:00:00
5080;54.93;2011-03-07 21:00:00
5081;41.74;2011-10-21 04:00:00
5082;45.84;2011-06-08 03:00:00
5083;39;2011-05-01 09:00:00
5084;63.36;2011-04-19 07:00:00
5085;70.22;2011-10-01 19:00:00
5086;38.06;2011-07-29 02:00:00
5089;55.98;2011-04-15 15:00:00
5090;44;2011-11-02 00:00:00
5095;9.9;2011-07-23 06:00:00
5096;54.29;2011-02-08 13:00:00
5097;26.92;2011-08-29 03:00:00
5100;52.08;2011-12-04 17:00:00
5101;49.99;2011-07-22 20:00:00
5102;74.92;2011-06-08 13:00:00
5103;58.93;2011-07-19 13:00:00
5104;53.2;2011-01-15 10:00:00
5105;49.43;2011-10-26 06:00:00
5106;29.49;2011-09-08 02:00:00
5107;62.07;2011-10-08 18:00:00
5112;40.2;2011-06-30 01:00:00
5113;43.93;2011-07-30 13:00:00
5114;53.26;2011-01-23 21:00:00
5115;49.8;2011-03-03 05:00:00
5116;19.68;2011-07-17 03:00:00
5117;34.09;2011-08-17 03:00:00
5118;23.59;2011-06-25 05:00:00
5119;56.77;2011-12-07 08:00:00
5120;31.38;2011-08-12 04:00:00
5121;46.62;2011-12-30 22:00:00
5122;57.46;2011-04-29 07:00:00
5123;74.78;2011-10-21 09:00:00
5124;64.86;2011-06-16 16:00:00
5125;15.76;2011-01-08 03:00:00
5126;52.91;2011-07-02 00:00:00
5127;64.6;2011-02-15 07:00:00
5128;65.67;2011-02-15 10:00:00
5129;54.66;2011-12-12 09:00:00
5130;62.13;2011-06-22 14:00:00
5131;40.01;2011-02-08 04:00:00
5140;72.18;2011-03-22 19:00:00
5142;44.24;2011-05-08 14:00:00
5143;66.11;2011-08-24 10:00:00
5144;18.37;2011-12-24 07:00:00
5145;53.91;2011-10-19 15:00:00
5146;41.95;2011-04-09 15:00:00
5147;62.38;2011-10-03 07:00:00
5148;76.3;2011-02-01 08:00:00
5151;62.98;2011-01-21 13:00:00
5152;44.67;2011-10-09 22:00:00
5155;60;2011-03-30 06:00:00
5156;48.24;2011-09-19 23:00:00
5157;56.12;2011-05-02 17:00:00
5158;34.95;2011-04-01 01:00:00
5163;56.55;2011-08-23 21:00:00
5164;3.83;2011-12-26 06:00:00
5169;53;2011-01-01 22:00:00
5170;43.33;2011-10-08 01:00:00
5171;42.9;2011-04-13 02:00:00
5172;43.29;2011-11-29 01:00:00
5173;38.64;2011-10-23 07:00:00
5174;39.47;2011-10-11 05:00:00
5177;61.43;2011-01-12 10:00:00
5179;62.41;2011-09-08 20:00:00
5186;19.53;2011-12-26 09:00:00
5187;48.22;2011-06-05 08:00:00
5188;57.95;2011-03-01 15:00:00
5189;57.93;2011-02-08 09:00:00
5190;53.19;2011-10-16 22:00:00
5197;57.17;2011-05-24 07:00:00
5198;56.74;2011-05-02 22:00:00
5205;44.94;2011-12-29 09:00:00
5207;42.87;2011-12-22 00:00:00
5208;74.98;2011-08-22 20:00:00
5211;54.99;2011-05-15 12:00:00
5212;64.73;2011-04-04 20:00:00
5213;61.06;2011-09-02 18:00:00
5214;70.99;2011-10-31 17:00:00
5219;48.27;2011-11-05 16:00:00
5220;40.1;2011-01-19 04:00:00
5223;44.19;2011-01-28 04:00:00
5224;56.12;2011-02-28 22:00:00
5228;73.85;2011-02-22 19:00:00
5235;43.78;2011-01-15 22:00:00
5239;46.07;2011-11-01 09:00:00
5240;56.09;2011-07-29 12:00:00
5241;40.44;2011-11-01 01:00:00
5250;10.2;2011-01-16 07:00:00
5251;48.42;2011-11-20 13:00:00
5252;-34.08;2011-01-01 06:00:00
5253;49.88;2011-12-29 19:00:00
5254;72.8;2011-09-22 19:00:00
5255;42.04;2011-09-16 01:00:00
5257;63.05;2011-01-12 11:00:00
5258;39.14;2011-02-13 15:00:00
5261;52.38;2011-08-10 18:00:00
5262;50.96;2011-03-26 16:00:00
5272;67.23;2011-11-20 19:00:00
5273;68.07;2011-05-24 10:00:00
5275;31.99;2011-10-02 06:00:00
5276;52.43;2011-05-16 06:00:00
5281;58.48;2011-10-31 10:00:00
5282;46.16;2011-06-12 15:00:00
5283;54.24;2011-06-28 13:00:00
5284;55.85;2011-01-02 21:00:00
5285;47.16;2011-10-21 15:00:00
5286;42.82;2011-10-11 00:00:00
5149;69;2011-11-10 08:00:00
5150;41.11;2011-02-11 02:00:00
5153;80.95;2011-11-14 16:00:00
5154;67.2;2011-10-11 11:00:00
5159;64.63;2011-08-24 09:00:00
5160;65.15;2011-04-21 20:00:00
5161;49.68;2011-08-21 11:00:00
5162;66.08;2011-11-15 11:00:00
5165;40.9;2011-09-18 08:00:00
5166;50.46;2011-03-19 23:00:00
5167;68.96;2011-06-07 19:00:00
5168;71.43;2011-05-25 13:00:00
5175;42.37;2011-02-03 05:00:00
5176;27.98;2011-12-31 05:00:00
5178;46.89;2011-12-12 21:00:00
5180;63.92;2011-04-15 20:00:00
5181;66.09;2011-11-22 14:00:00
5182;55.53;2011-04-07 13:00:00
5183;68.05;2011-09-27 13:00:00
5184;53.34;2011-08-09 21:00:00
5185;62.88;2011-01-07 13:00:00
5191;54.3;2011-06-03 17:00:00
5192;47.99;2011-01-28 05:00:00
5193;52.79;2011-02-16 16:00:00
5194;52.24;2011-09-04 22:00:00
5195;56.34;2011-11-26 12:00:00
5196;37.82;2011-11-06 02:00:00
5199;54.94;2011-04-27 06:00:00
5200;52.41;2011-12-06 20:00:00
5201;49.96;2011-07-05 06:00:00
5202;37.02;2011-04-03 15:00:00
5203;69.54;2011-11-20 18:00:00
5204;70.32;2011-09-25 20:00:00
5206;39.07;2011-12-13 23:00:00
5209;53.58;2011-08-27 10:00:00
5210;40.68;2011-10-23 23:00:00
5215;38.15;2011-11-08 03:00:00
5216;28.07;2011-09-12 01:00:00
5217;58.91;2011-07-19 12:00:00
5218;47.63;2011-12-28 09:00:00
5221;35.06;2011-10-23 15:00:00
5222;53.07;2011-04-26 18:00:00
5225;54.12;2011-06-26 18:00:00
5226;62;2011-04-14 19:00:00
5227;66.97;2011-04-07 08:00:00
5229;39.95;2011-12-06 00:00:00
5230;56.91;2011-12-31 17:00:00
5231;52.47;2011-08-04 22:00:00
5232;69.05;2011-02-21 07:00:00
5233;39.05;2011-09-28 02:00:00
5234;49.49;2011-01-06 23:00:00
5236;65.97;2011-10-19 08:00:00
5237;64.74;2011-06-13 19:00:00
5238;61.32;2011-07-05 14:00:00
5242;39.55;2011-03-05 14:00:00
5243;49.99;2011-05-20 05:00:00
5244;41.7;2011-04-30 03:00:00
5245;51.81;2011-06-13 08:00:00
5246;27.25;2011-12-14 02:00:00
5247;46.77;2011-07-07 00:00:00
5248;40.97;2011-09-15 02:00:00
5249;64.91;2011-05-05 13:00:00
5256;42.43;2011-06-06 02:00:00
5259;34.78;2011-12-06 03:00:00
5260;54.94;2011-12-26 19:00:00
5263;46.06;2011-11-17 00:00:00
5264;32.34;2011-11-26 23:00:00
5265;74.32;2011-05-23 07:00:00
5266;43.09;2011-07-13 23:00:00
5267;79.93;2011-09-19 11:00:00
5268;55.49;2011-08-27 13:00:00
5269;44.96;2011-12-04 11:00:00
5270;54.72;2011-08-17 16:00:00
5271;55.29;2011-07-08 20:00:00
5274;52.06;2011-03-19 21:00:00
5277;54;2011-12-05 16:00:00
5278;51.17;2011-08-19 23:00:00
5279;66.77;2011-11-24 12:00:00
5280;43;2011-08-24 05:00:00
5295;65.91;2011-01-17 08:00:00
5296;39.82;2011-10-22 13:00:00
5297;59.62;2011-04-02 08:00:00
5298;37.99;2011-09-24 04:00:00
5299;50;2011-04-16 16:00:00
5300;74.92;2011-08-25 10:00:00
5303;64.69;2011-09-24 19:00:00
5304;58.96;2011-05-24 13:00:00
5305;66.38;2011-09-16 18:00:00
5309;69.38;2011-11-02 08:00:00
5310;57.07;2011-07-12 12:00:00
5311;51.94;2011-12-11 13:00:00
5312;62.01;2011-09-16 06:00:00
5313;42.42;2011-12-29 15:00:00
5314;45.86;2011-07-08 06:00:00
5315;70.96;2011-10-04 07:00:00
5316;42.52;2011-07-14 23:00:00
5317;56.03;2011-06-05 22:00:00
5318;44.48;2011-09-09 01:00:00
5323;39.59;2011-08-06 23:00:00
5324;48.18;2011-02-01 01:00:00
5325;19.12;2011-08-07 16:00:00
5328;54.54;2011-07-10 19:00:00
5333;69.94;2011-09-30 20:00:00
5334;49.08;2011-02-26 14:00:00
5335;61.39;2011-05-21 12:00:00
5336;50.28;2011-03-08 06:00:00
5337;65;2011-02-09 11:00:00
5338;48.19;2011-02-01 05:00:00
5339;35.19;2011-08-05 02:00:00
5342;50.02;2011-03-12 13:00:00
5343;54.09;2011-05-26 21:00:00
5346;54.59;2011-07-12 17:00:00
5347;44.92;2011-06-04 03:00:00
5348;46.28;2011-11-01 15:00:00
5349;33.23;2011-12-31 00:00:00
5354;65.6;2011-02-07 08:00:00
5355;51.9;2011-04-14 00:00:00
5358;44.84;2011-03-14 02:00:00
5359;38.83;2011-08-12 00:00:00
5360;50.01;2011-01-18 21:00:00
5361;59.37;2011-10-11 20:00:00
5362;48.19;2011-02-12 22:00:00
5363;69.33;2011-10-26 12:00:00
5370;53.63;2011-05-24 16:00:00
5371;67.04;2011-03-02 07:00:00
5372;34.15;2011-01-11 03:00:00
5373;70.94;2011-11-21 13:00:00
5376;67.17;2011-01-26 17:00:00
5377;49.62;2011-09-13 06:00:00
5378;51.56;2011-04-23 18:00:00
5379;56.28;2011-05-24 14:00:00
5380;69.81;2011-03-28 08:00:00
5381;42.66;2011-11-29 02:00:00
5382;56.74;2011-05-07 00:00:00
5383;43.98;2011-11-28 23:00:00
5384;57.43;2011-07-12 09:00:00
5385;51.82;2011-08-02 16:00:00
5386;36.09;2011-10-05 04:00:00
5387;53.63;2011-12-05 10:00:00
5388;51.16;2011-03-27 18:00:00
5389;51.24;2011-05-11 00:00:00
5392;51.3;2011-09-13 16:00:00
5394;43.92;2011-08-25 02:00:00
5395;67.1;2011-07-05 11:00:00
5400;31.59;2011-12-24 15:00:00
5401;53.2;2011-08-11 08:00:00
5403;67.6;2011-11-14 11:00:00
5404;49.7;2011-05-12 02:00:00
5405;37.04;2011-03-17 01:00:00
5413;9.93;2011-01-01 03:00:00
5414;63.2;2011-09-29 10:00:00
5419;54.99;2011-01-21 21:00:00
5420;55.58;2011-10-18 12:00:00
5421;55.02;2011-12-11 20:00:00
5422;62.94;2011-01-11 16:00:00
5424;52.01;2011-01-09 22:00:00
5425;68.59;2011-05-03 10:00:00
5287;73.71;2011-10-24 19:00:00
5288;66.03;2011-03-28 09:00:00
5289;57.08;2011-12-09 19:00:00
5290;40.63;2011-11-05 02:00:00
5291;47.69;2011-01-30 09:00:00
5292;42.05;2011-11-21 02:00:00
5293;51.82;2011-08-12 08:00:00
5294;54.25;2011-06-02 19:00:00
5301;48.1;2011-05-11 02:00:00
5302;48.86;2011-07-18 21:00:00
5306;42.55;2011-05-24 03:00:00
5307;10.05;2011-05-01 15:00:00
5308;56.24;2011-10-27 16:00:00
5319;66.5;2011-10-05 08:00:00
5320;49.24;2011-11-05 20:00:00
5321;57.71;2011-04-06 18:00:00
5322;53.38;2011-11-09 21:00:00
5326;39.99;2011-12-19 00:00:00
5327;51.08;2011-06-05 17:00:00
5329;59.58;2011-10-03 09:00:00
5330;47.92;2011-08-29 23:00:00
5331;44.58;2011-10-14 00:00:00
5332;49.52;2011-08-26 06:00:00
5340;45.46;2011-02-03 06:00:00
5341;54.61;2011-09-13 17:00:00
5344;45.41;2011-04-12 23:00:00
5345;61.31;2011-01-26 20:00:00
5350;47.47;2011-02-19 08:00:00
5351;52.46;2011-06-04 13:00:00
5352;50.78;2011-01-27 06:00:00
5353;45.89;2011-01-18 23:00:00
5356;42.27;2011-11-17 03:00:00
5357;70.49;2011-05-16 11:00:00
5364;77.05;2011-11-23 16:00:00
5365;66.7;2011-02-18 19:00:00
5366;48.75;2011-11-01 13:00:00
5367;37.33;2011-11-12 03:00:00
5368;48.14;2011-05-27 04:00:00
5369;40.6;2011-08-28 12:00:00
5374;45.2;2011-05-04 02:00:00
5375;53.57;2011-10-27 23:00:00
5390;53.13;2011-06-02 08:00:00
5391;55.51;2011-10-07 14:00:00
5393;53.19;2011-02-26 20:00:00
5396;10.69;2011-07-03 02:00:00
5397;55.01;2011-07-26 20:00:00
5398;51.75;2011-04-27 05:00:00
5399;43.38;2011-10-28 00:00:00
5402;50.89;2011-01-17 22:00:00
5406;51.9;2011-08-13 13:00:00
5407;52.75;2011-05-28 21:00:00
5408;50.61;2011-07-31 18:00:00
5409;53.17;2011-08-19 17:00:00
5410;36.9;2011-10-31 03:00:00
5411;14.14;2011-04-25 15:00:00
5412;38.87;2011-04-30 02:00:00
5415;54.96;2011-08-13 11:00:00
5416;42.5;2011-11-06 15:00:00
5417;58.98;2011-05-17 07:00:00
5418;40.94;2011-09-15 04:00:00
5423;54.91;2011-03-16 14:00:00
5427;66.9;2011-08-24 14:00:00
5428;55.29;2011-09-05 06:00:00
5433;51.39;2011-12-30 20:00:00
5434;30.34;2011-07-04 04:00:00
5437;43.75;2011-06-10 04:00:00
5438;42.29;2011-10-26 01:00:00
5441;52.44;2011-07-20 07:00:00
5442;113.86;2011-01-31 18:00:00
5445;24.39;2011-05-01 11:00:00
5449;19.12;2011-02-06 05:00:00
5457;57.59;2011-07-12 14:00:00
5458;37.41;2011-12-02 02:00:00
5460;39.98;2011-07-20 02:00:00
5463;54.41;2011-03-12 12:00:00
5468;63.74;2011-02-02 07:00:00
5469;41.02;2011-01-08 21:00:00
5470;48.23;2011-05-04 00:00:00
5473;55.94;2011-06-04 11:00:00
5475;56.71;2011-04-21 17:00:00
5478;53.76;2011-05-01 22:00:00
5481;77.86;2011-11-10 17:00:00
5483;57.14;2011-08-17 20:00:00
5484;27.7;2011-04-25 08:00:00
5487;27.8;2011-07-18 01:00:00
5489;41.91;2011-11-25 04:00:00
5491;57.08;2011-04-04 06:00:00
5492;45.39;2011-10-21 23:00:00
5496;43.52;2011-01-28 03:00:00
5497;39.04;2011-08-13 03:00:00
5499;52.79;2011-11-12 11:00:00
5500;65.04;2011-01-11 13:00:00
5501;63.03;2011-02-02 12:00:00
5502;55.21;2011-04-20 17:00:00
5504;79.94;2011-11-09 17:00:00
5506;45.51;2011-09-18 01:00:00
5508;48.05;2011-05-04 05:00:00
5511;83.21;2011-10-19 19:00:00
5517;53.31;2011-12-23 10:00:00
5520;47.75;2011-05-19 02:00:00
5521;69.53;2011-03-01 08:00:00
5522;47;2011-01-26 01:00:00
5526;45.24;2011-01-18 06:00:00
5531;50.14;2011-03-07 16:00:00
5532;51.15;2011-06-12 10:00:00
5536;49.92;2011-11-12 13:00:00
5541;52.44;2011-07-15 10:00:00
5542;31.91;2011-08-14 06:00:00
5543;52.25;2011-04-29 22:00:00
5544;58.1;2011-08-17 12:00:00
5545;39.15;2011-11-13 07:00:00
5546;58.97;2011-04-06 13:00:00
5547;46.87;2011-03-09 05:00:00
5549;41.98;2011-03-06 02:00:00
5550;39.97;2011-07-08 03:00:00
5552;41.15;2011-06-06 03:00:00
5553;46.59;2011-04-19 02:00:00
5555;41.94;2011-10-02 10:00:00
5556;72.38;2011-11-25 18:00:00
5559;46.41;2011-03-30 04:00:00
5560;48.17;2011-05-03 05:00:00
5563;59.46;2011-09-15 13:00:00
5564;46.81;2011-11-07 23:00:00
5566;61.33;2011-09-13 08:00:00
5567;59.16;2011-07-15 22:00:00
5568;53.49;2011-04-26 16:00:00
5575;49.08;2011-12-21 07:00:00
5576;45;2011-11-29 00:00:00
5577;49.4;2011-09-17 15:00:00
5579;26.64;2011-11-28 01:00:00
5580;43.94;2011-10-24 16:00:00
5582;59.91;2011-05-04 17:00:00
5583;40.28;2011-06-28 00:00:00
5589;30.32;2011-08-08 02:00:00
5590;37.62;2011-12-22 05:00:00
5592;63.8;2011-08-23 09:00:00
5596;61.94;2011-09-05 13:00:00
5597;48;2011-04-22 16:00:00
5598;39.99;2011-09-25 00:00:00
5601;47.13;2011-09-09 00:00:00
5602;43.81;2011-01-13 23:00:00
5608;40.75;2011-12-03 23:00:00
5609;57.37;2011-08-31 15:00:00
5610;60.99;2011-11-10 14:00:00
5613;53.77;2011-04-16 07:00:00
5614;46.96;2011-06-29 06:00:00
5615;54.92;2011-08-16 15:00:00
5617;47.99;2011-10-13 23:00:00
5619;52.07;2011-10-02 18:00:00
5624;54.33;2011-03-03 16:00:00
5625;64.14;2011-03-08 08:00:00
5628;51.97;2011-09-08 16:00:00
5629;40.17;2011-06-17 04:00:00
5630;52.59;2011-07-28 08:00:00
5631;48.78;2011-09-06 22:00:00
5632;31.97;2011-05-08 06:00:00
5635;42.63;2011-12-17 16:00:00
5426;50.36;2011-02-25 06:00:00
5429;40.43;2011-03-13 07:00:00
5430;49.61;2011-06-05 09:00:00
5431;47.53;2011-09-11 23:00:00
5432;51.27;2011-04-17 09:00:00
5435;51.21;2011-10-08 13:00:00
5436;62.71;2011-01-27 20:00:00
5439;32.94;2011-08-15 02:00:00
5440;60.91;2011-03-28 12:00:00
5443;44;2011-09-04 23:00:00
5444;56.47;2011-09-02 21:00:00
5446;66.07;2011-04-06 08:00:00
5447;56.78;2011-04-05 06:00:00
5448;64.98;2011-04-28 08:00:00
5450;61.19;2011-03-14 16:00:00
5451;54.4;2011-06-03 14:00:00
5452;56;2011-02-23 06:00:00
5453;58.03;2011-02-12 12:00:00
5454;49.92;2011-06-02 01:00:00
5455;69.53;2011-02-23 08:00:00
5456;42.57;2011-09-11 10:00:00
5459;49.94;2011-08-18 06:00:00
5461;56.18;2011-11-18 22:00:00
5462;34.88;2011-10-02 02:00:00
5464;54.31;2011-06-13 09:00:00
5465;43.59;2011-12-11 15:00:00
5466;42.38;2011-10-14 01:00:00
5467;45.08;2011-07-02 19:00:00
5471;46.36;2011-12-21 23:00:00
5472;45.8;2011-01-23 01:00:00
5474;44.89;2011-11-01 07:00:00
5476;76.61;2011-05-23 10:00:00
5477;57.05;2011-03-08 10:00:00
5479;54.25;2011-11-12 12:00:00
5480;54.35;2011-07-15 23:00:00
5482;50.41;2011-12-14 19:00:00
5485;53.02;2011-11-11 12:00:00
5486;58.61;2011-09-15 15:00:00
5488;46.35;2011-04-02 13:00:00
5490;37.52;2011-11-27 12:00:00
5493;57.9;2011-12-12 11:00:00
5494;55.09;2011-08-04 21:00:00
5495;63.08;2011-07-11 07:00:00
5498;45.36;2011-07-12 06:00:00
5503;54.18;2011-12-23 18:00:00
