"tid";"b";"capex";"g";"i_max";"id";"opex";"r";"v_rated";"x"
12412;118.18671417236328;0;0;200;line_type_rne5d3feb407c884da5f60be35bc9e8c6280cdaa76feef880bd82dd40bd9c1ca626e;0;0.36500000953674316;10;0.10100000351667404
12414;150.79600524902344;0;0;155;line_type_nrda5a8998a3bdfad89746ac239db6fa735f92f67337f314888405fe04cad2b37917abf;0;0.640999972820282;0.4000000059604645;0.07225660234689713
12415;148.84866333007812;0;0;296;line_type_tae486f830be78f0896a40a413878c9bb24575df24575630dc26f29734f45cef7ebn;0;0.17000000178813934;10;0.09399999678134918
12416;1.7749998492782328;0;0;1360;line_type_ehcffce46a9cf632b6366667d8f4c0906a6835a0d64e2123edaa495b97deba2bbeende;0;0.0547;110;0.3
12418;156.6083984375;0;0;343;line_type_lege17a21822abc663f259a42ebd36cf3770cc3481e0057e0e6e2920fa1df82f95c1gh;0;0.1550000011920929;10;0.09099999815225601
12419;2.8274333477020264;0;0;170;line_type_rheeb10497935413a9f8a73c1986578ebd83a997167d16a2e8f71846faab8d246603bgn;0;0.6299999952316284;10;0.39399999380111694
12420;127.61149597167969;0;0;200;line_type_nbnfc456395e6deadb5c0939bcc388551f415e029c37cd1aa82c78a5c762de32549e;0;0.31200000643730164;10;0.09799999743700027
12424;0;0;0;999;line_type_hnff38592fe2fec2f9f66ed71432ae0fe985f113554e432ae69b05ae06d415e277ben;0;1.1100000143051147;0.4;0.3199999928474426
12425;0;0;0;224;line_type_r9152105660f54e3a7a78352bc93990ab85358cacc5f1893a2e5723068b8374d2ree;0;0.3190000057220459;0.4;0.0860000029206276
12426;26.640705108642578;0;0;170;line_type_bcb0b4ac3da5fc7d625948ef39557c5dc6965f8a34155febc712d177db1600223n;0;0.6990000009536743;10;0.34599998593330383
12429;123.7473373413086;0;0;316;line_type_debee04b326340986f2c8501dacd9731d634c0fa52bf648bd67296bc8fff4285b0260tb;0;0.1850000023841858;10;0.1120000034570694
12430;0;0;0;999;line_type_c93120ac171993eadd5ab148481f69b1b6231fbeb4689a0cde394bc9681300ffgee;0;0.8759999871253967;0.4;0.08299999684095383
12433;0;0;0;142;line_type_e8dc66cc1553bfabb5a5f3375c3061c5660d1b7c49bd35d03e201fd7933b7b366deh;0;0.6420000195503235;0.4;0.08299999684095383
12434;127.32875061035156;0;0;316;line_type_c3fa1b166f9c03a6344865a8f5102216db5ff5dab361478f14aa895d8df0b8e0bi;0;0.17000000178813934;10;0.11100000143051147
12436;134.8685760498047;0;0;200;line_type_ebeb146ad19f946995fa063282d663571cf6e897ae5ee48e62410d2b13128ab682ena;0;0.2669999897480011;10;0.0949999988079071
12439;68.23538970947266;0;0;170;line_type_ein3efa07bf2d20da7c8ee138d3deff0be5447c57e6ec62e190b3c4997a7b320f53ei;0;0.48100000619888306;10;0.24899999797344208
12440;38.07610321044922;0;0;170;line_type_ham3e9d5eec84f814ae58214245a4132af066fe9faf9d1ddf00a22f0e66b40a0de4te;0;0.6389999985694885;10;0.3199999928474426
12441;2.8274333477020264;0;0;160;line_type_re9c0d8f2ef978564455d455a7f3f6947ed8c2452b9a6f8a1d445f497b0446426r;0;0.7720000147819519;10;0.41100001335144043
12442;0;0;0;102;line_type_nta76262c3654e1bd140bb1a477757a21e3e902c79b5d04c7f001eea2eae53fb8bh;0;0.4110000133514404;0.4;0.09399999678134918
12443;130.21900939941406;0;0;358;line_type_e3724ff346eb69443356dd30db552edc3443ed619b22cc9f05a61fb04c31612e4ee;0;0.16200000047683716;10;0.10999999940395355
12444;37.950439453125;0;0;210;line_type_e3cbce53e87c9feb7741913d8cf10353d75d12a57acc0809fe59eb393b9f43e8f;0;0.4749999940395355;10;0.31200000643730164
12445;142.9424591064453;0;0;257;line_type_hbtbd326cf448b4b91ab830923db17d0d5ac077c3e66af834f1ea0774ac268642fded;0;0.1809999942779541;10;0.0949999988079071
12356;105.46326446533203;0;0;200;line_type_b6750a109ed1e4910da46ee66e58618d99f0c6377530e5442d2ff2a159417f601b;0;0.3409999907016754;10;0.10700000077486038
12357;18.346900939941406;0;0;170;line_type_ri55e2ede5e90c2d55ce3da76fed3738b86dca8b3f2100f57c0bf56269ec67b385g;0;0.7429999709129332;10;0.3659999966621399
12358;50.48539352416992;0;0;170;line_type_ena6d76a80cd15602aaadfc8a7b5ba9270e0f131657ec9ed5dd1b38f7bd563f251nd;0;0.31200000643730164;10;0.17499999701976776
12359;3.1415927410125732;0;0;350;line_type_arr181ec76f1de8d5ae63f64e5b7bd57e475728af85776fcb7234e9f0217c784aaefd;0;0.3059999942779541;10;0.36899998784065247
12360;0;0;0;205;line_type_ebIac206bd08cc7fd5f4e0f7ecccac68a45cd528444396852fab9ab1c4af75421acdnilg;0;0.4429999887943268;0.4;0.0689999982714653
12361;3.171999931335449;0;0;320;line_type_ld398d9b586ca70853c2b00405ce84399f1dd724012cb469c7c070d059b61e887nbh;0;0.5099999904632568;20;0.3659999966621399
12362;1.5707963267948968;0;0;290;line_type_be1480f162f825724f5793025cd0cfdaead4076bd544f5c5d3c909b77c03aaf06ir;0;0.413;30;0.379
12365;13.226104736328125;0;0;200;line_type_ma2406ad5bdcee23f46abf1659fc336a5d673c6ccc2ba9e2e6beab528bf1641e98b;0;0.4909999966621399;10;0.38100001215934753
12366;0;0;0;100;line_type_mdm910d5404006b8bc60dc648ae9e53bd2c275c59946d84960e4a26f1b3d9ae426ce;0;0.8759999871253967;0.4;0.08299999684095383
12369;0;0;0;118;line_type_et56f9949bdb9999c6dac3316640c3170ae2a9482eda1228ecb6e4019648bdc1cdeb;0;0.8799999952316285;0.4;0.08299999684095383
12370;0;0;0;999;line_type_reir332bab8abe43f9723a61e597ede5c0eb3ef7167530cbe33cd5c46ac164f715dcre;0;0.26499998569488525;0.4;0
12373;3.1415927410125732;0;0;290;line_type_me17cdefab61465c619692d7493dbb71a4bf6bf529345f5283abc7b1591479068lm;0;0.4129999876022339;10;0.3790000081062317
12375;19.257963180541992;0;0;170;line_type_t7d7c54d05401a5feb9340ae984eaa954cd01175bb3e2edab3e940eadd7b572dbbae;0;0.7379999756813049;10;0.36399999260902405
12376;2.8274333477020264;0;0;200;line_type_r0f1528c2897e77b8117febed684cc182c0c40e24a29fb19dffe8102248903935hrbi;0;0.46000000834465027;10;0.39399999380111694
12377;95.44158172607422;0;0;171;line_type_afe11e257be675079f3d7550a0a82751ff6da43aceb78a4c48a1541c8db3b10d9dnte;0;0.4480000138282776;10;0.10899999737739564
12379;0;0;0;299;line_type_r407bd71907f991a084d8fbf0e761a1b5a5f03106bde958e7a2636aa7eb392363rei;0;0.26499998569488525;0.4;0.07800000160932541
12381;19.10088348388672;0;0;290;line_type_d2262fd3a50513e2db88b8ba2ed3fb71d56a1627ef43d567e40fee43b8a898bc9ebee;0;0.38600000739097595;10;0.3540000021457672
12383;150.92210388183594;0;0;323;line_type_etb6808ee31f867894d3e96390f612157ef133afe7db655526d482a1f40f5a62147ge;0;0.15800000727176666;10;0.09300000220537186
12384;5.937610149383545;0;0;290;line_type_eeeIbc2ef865cf5dc147089cf815b6206adf539fd94a0a1d9313e75f4bdc4188ac4d5thi;0;0.40700000524520874;10;0.3779999911785126
12386;124.31282043457031;0;0;323;line_type_en76aae87e58de06d6485af7e9f188c9c18bc9e036b89679843a59f3074f3665ddG;0;0.17100000381469727;10;0.1120000034570694
12388;79.79645538330078;0;0;320;line_type_Gn83d3d170a2412266eceb318161e7583e7b5148e58bfefa1fc0bc1cf33ac9fb88eti;0;0.210999995470047;10;0.12200000137090684
12390;88.53008270263672;0;0;316;line_type_nhb8adbef9d60c80b762cf0a3095617cb42923b31bd2df89f9a1363cdd9674364dnria;0;0.20900000631809235;10;0.12200000137090684
12391;135.49688720703125;0;0;200;line_type_aee6e23862e887da06e740106f4da71b96697c8725492a98b353eaab433cae9e6ddrbdi;0;0.29100000858306885;10;0.09600000083446503
12392;138.1986541748047;0;0;343;line_type_hrnbb8f1345c19ecb2504b445e5b3f75b7f83df6333031e9d2ab096639f1ad9a136ret;0;0.164000004529953;10;0.1040000021457672
12393;0;0;0;123;line_type_rhf56dc886d21a5c9b86d2f05fa47918623a29f3f5500d597ec2e94ce33d4ebbb4ege;0;0.8659999966621399;0.4;0.0860000029206276
12395;5.90619421005249;0;0;170;line_type_rr5fca207a0155877c52a4a38004f354a455146a9f47bf99c3c3199d98537def26enf;0;0.7910000085830688;10;0.3869999945163727
12396;144.67034912109375;0;0;229;line_type_ee9967c86d55925eb3d9250290cfe722262a8356ed489df7f9d4d1bcbb2d272540ir;0;0.19099999964237213;10;0.0949999988079071
12397;122.3336181640625;0;0;200;line_type_rer103cd8a6ff2a088bdc37efbf95b6fe7232f0dace978d37945bb771c0ca8eeeb0trdn;0;0.2630000114440918;10;0.10199999809265137
12400;0;0;0;999;line_type_e994ec2dbb1803c0e40e820b1ba2e596fdb2466e4562eaaff8f95370defec0e15rhe;0;0.8759999871253967;0.4;0.07199999690055847
12403;2.8274333477020264;0;0;170;line_type_rf70d14933b3bbbbf1e0274833def4bf37a49694e5fbf4a1af65f789991e3235ed;0;0.8240000009536742;10;0.4020000100135803
12404;0;0;0;274;line_type_r86ed098aaf89691cb2bd4acb0b12cd12b33fab84c172b136ac05a00ce7d94898feebI;0;0.2319999933242798;0.4;0.08100000023841858
12406;2.8274333477020264;0;0;160;line_type_embf457de731841a6427a77fe01bd185491559e963ace5f14845340ea37984e755n;0;0.6010000109672546;10;0.40400001406669617
12408;150.01104736328125;0;0;296;line_type_hd82bb3f0e8f5947fffbcc8b0709cc3d711988370ab17abe69991fdb0934aa177r;0;0.18199999630451202;10;0.09099999815225601
12409;0;0;0;119;line_type_tehdb19b299a55ef7db33473b23119513c3ab3766fa6a4980299696467f3e8b9411erm;0;1.0399999618530271;0.4;0.08299999684095383
12411;114.85662841796875;0;0;323;line_type_nlid2eb743c27980825a2c9c60033c9dd6ad49ba5bc96453a7943d72093918453e0a;0;0.1770000010728836;10;0.11500000208616257
12413;0;0;0;999;line_type_e8e36d2e40446c0c738065cbaf49c2317c195ebc6044f96f9a24c76a31dfec3a1eaet;0;0.17;10;0.11
12417;120.73140716552734;0;0;323;line_type_hdbf616fc0cebe7c6ca1709e7c4d4725bbb3e8fb007ee5cf912161c545f52111dder;0;0.17299999296665192;10;0.11299999803304672
12421;39.89822670059037;0;0;320;line_type_eIa714ed42d65d8a08e2adbb7e673f235d23dd93a020e1e5ea1ca04f08d677d65c7rde;0;0.211;30;0.122
12422;2.8274333477020264;0;0;200;line_type_ri47775bc51d51bff2531e64c77efcfbe493293cb9f231b9915d2256a0c84df2bcIee;0;0.5199999809265137;10;0.4059999883174896
12423;0;0;0;144;line_type_r68249bf3910c56391ecf7a9a1041fd3637ad7a3d918c303a419655723af3d145een;0;0.6420000195503235;0.4;0.08299999684095383
12427;33.99203109741211;0;0;170;line_type_3fd9a43e34d9c8d84906f2cda50e3d93e631f8f30ba8f6a07ba54905a1a46680dhn;0;0.48899999260902405;10;0.2540000081062317
12428;0;0;0;123;line_type_iird6031fc0ac9d817215ed00a9569b515c916382e586a0aebfc1e1587d551ece32tg;0;0.8759999871253968;0.4;0.08299999684095383
12431;7.5712385177612305;0;0;200;line_type_6d44a2a5cba2b7e16ea684626973c28d3fdf1566c4b4c5044836905064a18efcaieie;0;0.4059999883174896;10;0.37299999594688416
12432;0;0;0;999;line_type_r43748e4c99505992c61f483ace3f5b98b410a66b96f2f4ce0a312517949b45aaaer;0;0.6420000195503235;0.4;0.10599999874830246
114;0;0;0;0;line_type_49f11d91310a8e5c_4a069c17f36f7f17;0;0.8300000000000001;0.4;0.35000000000000003
12435;142.72254943847656;0;0;296;line_type_gngf87f6abc02e080178a54e71f1d0efea7cbf6a3b06e5f5ece6828331413b6e5f1elnbe;0;0.19099999964237213;10;0.0949999988079071
12437;0;0;0;999;line_type_tn991c7d1a844ced3488837034da7f5fc9fdae54d917dff6c266e26c5e102002f4tnfe;0;0.4440000057220459;0.4;0.08699999749660492
12438;0;0;0;132;line_type_ne61d971eaf0618dcd5433c8f9e4a60460be5bec7b832284968cf3dcb1f32885a4aee;0;0.8759999871253968;0.4;0.07199999690055847
12451;0;0;0;68;line_type_ge7e050d55a6c2c40501119637e759d15bf23b9ed1ceee49bd1acae00a46be746deld;0;3.0299999713897705;0.4;0.09399999678134918
12452;3.22012996673584;0;0;270;line_type_ef8644b88f6dc3b8993fa9eafd58eff0d581573e0d181a932a161c0fe125355336ebie;0;0.4909999966621399;0.4000000059604645;0.3659999966621399
12453;35.657076618244155;0;0;423;line_type_ebc5b20079375b9f9a253a66f48f19aa2b4a86eceb2c0b0fb4884dca77fcf9a47ega;0;0.13;30;0.12
12454;0;0;0;99;line_type_ri2079486dd2a7930fcbb738f62ed6731f47343d2fe9839312793a086ee747900eiem;0;1.440000057220459;0.4;0.08299999684095383
12455;119.38052368164064;0;0;200;line_type_anlire85fd598b59eacfc9fb89bbbf11ae013a1cf572cd2ff4c4b743e895035b0909a7nth;0;0.38100001215934753;10;0.10000000149011612
12456;126.29202270507812;0;0;610;line_type_I04748687ef07343c879e009c00963660764797c682b4462cb059872886f97ed4a;0;0.06800000369548798;10;0.10300000011920928
12457;97.64070129394531;0;0;170;line_type_mmba8908b8970d472d3fd4219bdda46a4b04f4d96e95bc4c8b6eec042a6013818c0nr;0;0.31700000166893005;10;0.164000004529953
12458;0;0;0;999;line_type_ib676fb4c021923b93531a91b97e62f57c31db3f650ea28afcf43649ff268bfc8ahe;0;0.16599999368190765;0.4;0.08699999749660492
12459;0;0;0;305;line_type_Genec1e0b633bf20fa52e3a0483bd8cae6b647d5536e087448177f34eedbdc18d278hebn;0;0.26499998569488525;0.4;0.07800000160932541
12460;34.24335861206055;0;0;170;line_type_r010c9d9589124fbdd8e8e76638a0c2560cf94d061b8edbd101b7a092a7e82459ai;0;0.6589999794960022;10;0.32899999618530273
12461;74.80132293701172;0;0;200;line_type_bef966132dccde0f80487e578fe916e5123cb81cddc38a3b4044f0aad0e82f5bd56rlig;0;0.2529999911785126;10;0.12300000339746475
12462;0;0;0;80;line_type_eed0a6f2f8ff5b01dfbbd0c3f22bbad0eebcb8b57ac9df59ab81b80fe99a39afba0d;0;1.7699999809265137;0.4;0.09799999743700027
12464;137.6017608642578;0;0;200;line_type_rd5c0e6711bc7fed9e80eb25aca5c43cc1e07222d43f8b83fc4c3532a67c277ae;0;0.25699999928474426;10;0.0949999988079071
12465;131.94688415527344;0;0;358;line_type_badd5c9a8e86b7ca9a509692b7f8e31d953a2d4a82b16a68336e92bb300e42518ne;0;0.15800000727176666;10;0.10999999940395355
12476;0;0;0;211;line_type_re679e4a2de6ed958b8d2e8086748db75ad4331aea98cb00050d2e20efbe7ccfc0tbe;0;0.3190000057220459;0.4;0.06800000369548798
12478;86.2052993774414;0;0;200;line_type_t845759d5416d3bf4b655ecd29ceda0a8414105135b0b64f0b840c88d6c1b9848eibh;0;0.19699999690055847;10;0.12600000202655792
12480;93.17964172363281;0;0;323;line_type_ge152766905c397bf08fe08eb4685618c2648622f4ef75550a64a792d2f50d2ceeeaf;0;0.1899999976158142;10;0.12099999934434891
12483;42.44291687011719;0;0;170;line_type_ibb55763a6aeb5ea0bc5bcd42a8231fb346bd8981bc3528bb4c61f97317c65ae33ebn;0;0.6549999713897705;10;0.2939999997615814
12484;3.0159289836883545;0;0;290;line_type_bn4e6a398c5a162c3fbf0d131dfeb63428beaa2fde0f35a41feb55b21c46280eb6ar;0;0.4129999876022339;10;0.38999998569488525
12485;119.78892517089844;0;0;200;line_type_trrc25ba2132ae401e61480a3cf3c14c7e40fb90d31326615130f9bf34e1cfb9c38lInt;0;0.3709999918937683;10;0.10100000351667404
12491;15.833626747131348;0;0;200;line_type_bf15a8d3242a3b6c4a77c8c4db39b4a91c7550657a67c620d96d01c04a0dfd8e3bna;0;0.4830000102519989;10;0.375
12492;2.8274333477020264;0;0;170;line_type_g865f4714872cb6e6bffed3fda906e1339cfcf4fbbeaf2d0e7cdf9c7d02676f69lete;0;0.5350000262260437;10;0.38999998569488525
12494;0;0;0;999;line_type_tiba88b71712421d3d6a4942c1161ba64714321a1e5cfbb8aef455a3aded954aa09ee;0;0.5260000228881836;0.4;0.08299999684095383
12496;128.14556884765625;0;0;294;line_type_ineea5f5ec50af85323a64431902e91dd11ca45a2ffddb2153bf1525de3faa5b0234i;0;0.17599999904632568;10;0.1040000021457672
12498;17.184511184692383;0;0;200;line_type_t87d224778be2a989b4a65ea47a21e1946f25135358bb0e41a8db3b696977f64dnbg;0;0.40700000524520874;10;0.3499999940395355
12500;122.52210998535156;0;0;200;line_type_lgi27f3492e819bac8b5a7ca1778bd7c481969977d00b2e3fe5c1984f79680dd408daf;0;0.30000001192092896;10;0.10400000214576721
12502;63.17742919921875;0;0;323;line_type_eee9ea14e73735979cc0bd6b0521f769e8d9595ba7a185b8173931f6c8c9eb0f16at;0;0.20800000429153442;10;0.1289999932050705
12505;113.56857299804688;0;0;323;line_type_nrr251c5d6c953eea8fb6cb01f666390cfb315c9b853a64d3f47f209b8b65491397t;0;0.1770000010728836;10;0.11500000208616255
12509;0;0;0;105;line_type_a81a59e0bc10be39f1eb2deb7ddc9c827b4d32dc37d17913bddf051b8b6af1e9ing;0;1.1410000324249268;0.4;0.0989999994635582
12511;8.325220108032227;0;0;290;line_type_id0192fc4740e0b05f8a58ca8cb5a8d24f9a85efc622938ad1a5e1989358b7e257nr;0;0.4020000100135803;10;0.37299999594688416
12512;117.90396881103516;0;0;315;line_type_39d493b20f4083828f34b002eba8c93e1f65d5413441a6dc932eb497de03cb56bdr;0;0.20900000631809235;10;0.12200000137090684
12514;122.1765365600586;0;0;200;line_type_d46ccf45aaa4f3375e78b203205e685b2e11a9c02f2294bcce0de506c647d9963fn;0;0.3089999854564667;10;0.1040000021457672
12517;192.45396423339844;0;0;358;line_type_0149c7971d68bdb94b388d708072fae4c278c0c931d6df7f48eb343b8d5a569aee;0;0.06800000369548798;10;0.09600000083446503
12518;0;0;0;999;line_type_ri74d141d8d5de778ae72197e47f2d63c721424c5f4da15cf3c6bf147940ab56fbbt;0;1.1799999475479126;0.4;0.3700000047683716
12521;0;0;0;270;line_type_ig4d35de5a8511a8b7783f8e15dea8031295e1a9df149d8e7c9ad292feb5bf2474b;0;0.20200000703334808;0.4;0.07800000160932541
12523;52.401763916015625;0;0;290;line_type_gd682c68d9dd43d11cdc4df0315598badc0f448adfd35baf354e7fc0fb704d115b;0;0.3160000145435333;10;0.2759999930858612
12526;63.08317947387695;0;0;170;line_type_bbd3d378c89d7e61f137a1ab28bc0ebd37bbef35c1fc3d7358a58753d7ab176d9lrd;0;0.5910000205039978;10;0.24699999392032623
12528;0;0;0;228;line_type_ricf59c5387560db6978219f5442ae6622121fad0ba6b74e7e9a058a60e4f39600ened;0;0.32100000977516174;0.4;0.0820000022649765
12529;119.03494262695312;0;0;200;line_type_ei3543c6656d8791a2e62356f8a0da1035d8f6ff24c488bdbdcfd609db7f4221e3bb;0;0.375;10;0.10000000149011612
12530;190.00352478027344;0;0;500;line_type_nebbf929fba5744983db5241b8610d02ccef0f746ed9de1d2fe52df6ae9741c35dene;0;0.05999999865889549;10;0.09000000357627869
12531;0;0;0;320;line_type_eabra2ad0f964730e217c7b7f200d4dc6b8e95dec9a01cbd1129d4ebb4a727a2e3fdlhmi;0;0.16699999570846558;0.4;0.08500000089406967
115;12.754866173574563;0;0;290;line_type_05566024-S-K-LT-00102;0;0.398;10;0.365
12446;0;0;0;224;line_type_8b462f64e5a85ce6c12e295b89eb118d9a8a44212bf70b385019d2f3a22d45beger;0;0.3190000057220459;0.4;0.07800000160932541
12447;32.264156341552734;0;0;170;line_type_ahgb919d7155f50335fd1ee43c482417b0f4e364ebd446b68e64ce5a25c20a3a1b4nb;0;0.6690000295639038;10;0.3330000042915344
12448;0;0;0;215;line_type_ngbae27656c1da9898889e480918ddd714c67a36d9070334b0eb1180fa14dcbabb1c3a;0;0.8759999871253968;0.4;0.08299999684095383
12449;68.8008804321289;0;0;323;line_type_ec8ac12e3f271255df57c60f877668b6bd7deb90a5bbaa976c554d5b09a9401b7an;0;0.20499999821186063;10;0.12800000607967377
12450;118.59512329101564;0;0;200;line_type_ebde4938b23312532972884dde4621f853183cb90139c37a4c3546c10eaaaa4a75ebte;0;0.3089999854564667;10;0.10599999874830246
12463;118.68936920166016;0;0;200;line_type_l5ef6e4eac9273df9f994504ed1298520c39c88621faacc0a5dcaaba2ee691feaer;0;0.3179999887943268;10;0.10499999672174454
12466;127.95706939697266;0;0;294;line_type_nh5726e446d5a48e4075ea790b587ff34b45a49aad9421a18c61d9f3f1171bda93i;0;0.17399999499320984;10;0.10599999874830246
12467;153.4039764404297;0;0;343;line_type_bb355387a1b42c6853c66c726a42e4031ad4dc3f6e3db0a0a37a0eb7c45382390ete;0;0.15600000321865082;10;0.09399999678134918
12468;32.60973358154297;0;0;290;line_type_erc2e74af6f047db60e403440f0fed617be2db50cde11f0bf40f1e3ae13063d322n;0;0.3610000014305114;10;0.31700000166893005
12469;113.09733581542967;0;0;316;line_type_alGeb1a02abd0a5f6a5f3033c9eadd70a7e554cea4295df12153ff108e6aa332fb8e;0;0.20600000023841855;10;0.11900000274181366
12470;2.8274333477020264;0;0;210;line_type_eennr76ef1a3cd476ce653c40e0f5c9c177ac4be3598029f0cdb9f4a3ac39f976b4d5e;0;0.4390000104904174;10;0.3860000073909759
12471;130.43893432617188;0;0;323;line_type_die78cef181e440e2e97c6ca74d7e0b73b6d311e79d0e670e386e0893d70c113779t;0;0.16899999976158142;10;0.10300000011920929
12472;116.99291229248047;0;0;290;line_type_n08d9fe185532e4bbb868ffc8e72ed9af4458821add80ff3ec8093621a52753a1g;0;0.1899999976158142;10;0.1340000033378601
12473;146.42962646484375;0;0;296;line_type_ic0d2fdc26869d768b53d241598fd5406c2c17758c58fc5cd34c04b2273a1eb6erm;0;0.19200000166893005;10;0.09200000017881393
12474;141.08892822265625;0;0;343;line_type_brd7cb48022ad91ad0aefc4dee943fd3b33dcd68996cca898bd7db5a4908d2d6a6n;0;0.16200000047683716;10;0.10199999809265137
12475;120.38583374023438;0;0;200;line_type_eeh4792a2f894f0f68c8b39910aab922c399773ff9a288b08431dd3b8ace481e744eh;0;0.35499998927116394;10;0.10100000351667404
12477;144.79600524902344;0;0;296;line_type_agne6c87520b580b51c42a2038c31dd423ed5cab2e9b0b6306dae551a8c35a2dbd0beim;0;0.19699999690055847;10;0.09200000017881393
12479;40.14955520629883;0;0;170;line_type_tbh95c48db24deb08459f583d89bb92441b2820c74c026a6aab4dad09b9ccc8297aebf;0;0.628000020980835;10;0.3149999976158142
12481;114.88804626464844;0;0;200;line_type_ndt3f6cd39368a9803b5b519f210097736b7c65504f3757c12f80ca9ca91847c2d3edd;0;0.36800000071525574;10;0.10199999809265137
12482;95.6614990234375;0;0;323;line_type_ted6865218c41733f8a0659628b8e7707820ff6bc8d7c0c29b064630248508a227cbnre;0;0.18799999356269836;10;0.11999999731779099
12486;99.65132141113281;0;0;323;line_type_rea6a7dfda7f784dc366bc457312bbf79a29b59cf8ded71903d6617e3180529dccnbnn;0;0.1860000044107437;10;0.11900000274181366
12487;60.00442123413086;0;0;323;line_type_ia3607f7b3e6cc395b769fc00653b561bbd73e7a9651512bc326881481168c4cbn;0;0.20999999344348907;10;0.12999999523162842
12488;0;0;0;999;line_type_nf74312d27b1b724abc93c764cf3a91ef21a5fc4af6877018429b29e5e7430f5ai;0;1.2009999752044678;0.4;0.08399999886751175
12490;110.55264282226562;0;0;323;line_type_c8b1cc0a25003b777eb15bbcadba9650f1dd416594bb7845f1b909c9b4368a6fel;0;0.17900000512599945;10;0.11599999666213989
12493;152.08450317382812;0;0;343;line_type_niIdc3b8e8e0ecd3d7db5c1294da9fd2b715ce89d9c405c49e0197c17811bde40f7ndl;0;0.15199999511241913;10;0.0949999988079071
12495;0;0;0;145;line_type_eehe75fd553dfc76c785dc62153b5d64cbc679d91bbd3347de07da3c81836b8186ebennI;0;1.1100000143051147;0.4;0.3199999928474426
12497;105.62034606933594;0;0;171;line_type_ntr894f1fe6a2110a346038006c1bc486c69830be40a789c33e02dbde4483147ed3ht;0;0.36800000071525574;10;0.10499999672174454
12499;0;0;0;123;line_type_Ima47b6b5b1ef0570fb58896d4c63c89e04d4adaf16d36939c54c95bd4483a92der;0;1.149999976158142;0.4;0.0860000029206276
12503;0;0;0;999;line_type_de8dc6ec1b22f402670c877d17314c8bb23cbb7e1bf57dfef8342c267164eb8f70rn;0;0.2709999978542328;0.4;0.08500000089406967
12504;60.97831344604492;0;0;323;line_type_ddff09f3c15a589d05cd20ea644c6aa6f2b8d9eedaecc581f076845fb30b7330a68biea;0;0.20900000631809235;10;0.12999999523162842
12506;0;0;0;999;line_type_erfd8f2564cbddece3672823c51e5520e68a6389ee7c658cd7b1859abf647d682e4;0;0.32100000977516174;0.4;0.0860000029206276
12507;0;0;0;999;line_type_herncc17215c386088af79d9d76abc3fc4b1364aee866e72d2a82c53f8bb16ba78bcdnr;0;0.3889999985694885;0.4;0.08299999684095383
12508;121.20264434814453;0;0;200;line_type_r33dbd652241436c1d3e62e5c840c9e040becadce4d7e2fe54450fd1ccba8a087a;0;0.3330000042915344;10;0.10199999809265137
12510;0;0;0;98;line_type_eG698e4f714fd2d9a4add6995fc159e78f2913a70d338c21a9f9d13c8e64cb9edfn;0;1.3799999952316284;0.4;0
12513;0;0;0;270;line_type_eel6f2c88e3e688158e3f881998636b27980c5f8575163eff4bcfb9353d18a41830e;0;0.20999999344348907;0.4;0.06700000166893005
12515;69.11503601074219;0;0;414;line_type_ld4ea850ea31061c11c6dcd5474097c621a390555f156aee04e21e3c738c8f018ni;0;0.12999999523162842;10;0.11999999731779099
12516;0;0;0;119;line_type_nd15a371180b3b4ca8460ca0a62d889a3a014fea473b76245497d76a614a3cb0fenaet;0;0.6420000195503235;0.4;0.08299999684095383
12519;0.01;0;0;10000;line_type_dt7cbe688a6dda1719d336ed1ead196de6137180f14d247de318ed6093f9723796aet;0;0.0005;380;0.00001
12520;1.5707963267948968;0;0;410;line_type_tabb04a9d5579b0fdac7c8722fe3366cf55cc6194eddd11e032a1bc764103263bd43;0;0.237;30;0.361
12522;0;0;0;75;line_type_rgee58f4d22b3e30979262455758fafb6a578cf085d1ff98fb46fe4f1c7865a5075cr;0;2.190000057220459;0.4;0.0949999988079071
12524;26.169466018676758;0;0;170;line_type_gr41662befb3a06170b0ba1f86d24bd053e37e7d947e5c8be2cabaf2c044e80276tr;0;0.7279999852180481;10;0.33899998664855957
12525;2.8274333477020264;0;0;290;line_type_7f383f18dd89cd2a7d0b33469cfab2c8ab6e921b9af3d846b8af7c9f31361477rdnb;0;0.41299998760223394;10;0.3849999904632568
12527;28.87123680114746;0;0;210;line_type_er393730ef004f40a6d5f1920c32f98461040faae601cb3bbdd1ba87f203045b68ltr;0;0.5059999823570251;10;0.3330000042915344
12532;0;0;0;353;line_type_dGdd6c434a6333c762abf6f185dd4732c348c77a1ae8bd4fe4724fbcfd1fa1995bfera;0;0.125;0.4;0.07999999821186066
12533;0;0;0;218;line_type_aee5ceac60eb08d718572096416be8796dbb3accb39149a88b13503f7392d3cf68eeta;0;0.32100000977516174;0.4;0.0860000029206276
12534;0;0;0;79;line_type_ril90c28ec3956aa4cd95d3aaa8da20780041cc87db9387e301870d953d9f83c4d6I;0;1.8910000324249268;0.4;0.0989999994635582
12535;77.94291687011719;0;0;290;line_type_lgcace4c5d87d0c8a0934ab0f348263a8d28d6077ed936de5ccffe1a658f4760e8tar;0;0.26600000262260437;10;0.2199999988079071
